elf_sha256=512f3c39d4e37b4815411c97ca7352ddc57916d33f0f62982b84fc30765ab67c
payload_bytes=25268 payload_sha256=82ffb5937025d8b0afad4c2157223ca173498316aa1022cbe5c6317ee16d9a92 transport=http
WIFI READY 192.168.169.176 80 i2s=gpio13,18,21,25 heap_free=117132
LOADED bytes=25268 pixels=452 heap=39096 us=11892
transfer_seconds=0.406
LOADED bytes=25268 pixels=452 heap=35696 us=11629
transfer_seconds=0.188
LOADED bytes=25268 pixels=452 heap=35504 us=11196
transfer_seconds=0.172
VERIFIED HTTP authorization rejection
REJECT Version
REJECT Limit
REJECT Checksum
VERIFIED concurrent HTTP upload rejection
VERIFIED interrupted HTTP upload disconnect
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2215 encode_avg_us=2479 encode_max_us=2747 dma_wait_avg_us=1975 dma_wait_max_us=2168 total_avg_us=6346 total_max_us=6520 heap_free=79676
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1834 eval_max_us=2163 encode_avg_us=2472 encode_max_us=2756 dma_wait_avg_us=1985 dma_wait_max_us=2025 total_avg_us=6348 total_max_us=6375 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1838 eval_max_us=2216 encode_avg_us=2474 encode_max_us=2754 dma_wait_avg_us=1977 dma_wait_max_us=2038 total_avg_us=6346 total_max_us=6495 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2154 encode_avg_us=2471 encode_max_us=2747 dma_wait_avg_us=1992 dma_wait_max_us=2026 total_avg_us=6349 total_max_us=6445 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1831 eval_max_us=2143 encode_avg_us=2481 encode_max_us=2771 dma_wait_avg_us=1978 dma_wait_max_us=2177 total_avg_us=6346 total_max_us=6529 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1833 eval_max_us=2145 encode_avg_us=2478 encode_max_us=2746 dma_wait_avg_us=1982 dma_wait_max_us=2233 total_avg_us=6351 total_max_us=6585 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2144 encode_avg_us=2477 encode_max_us=2791 dma_wait_avg_us=1975 dma_wait_max_us=2020 total_avg_us=6345 total_max_us=6398 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1838 eval_max_us=2179 encode_avg_us=2474 encode_max_us=2753 dma_wait_avg_us=1980 dma_wait_max_us=2055 total_avg_us=6352 total_max_us=6689 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1833 eval_max_us=2151 encode_avg_us=2473 encode_max_us=2748 dma_wait_avg_us=1981 dma_wait_max_us=2027 total_avg_us=6344 total_max_us=6406 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1833 eval_max_us=2192 encode_avg_us=2475 encode_max_us=2780 dma_wait_avg_us=1984 dma_wait_max_us=2119 total_avg_us=6349 total_max_us=6477 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1833 eval_max_us=2156 encode_avg_us=2477 encode_max_us=2741 dma_wait_avg_us=1978 dma_wait_max_us=2028 total_avg_us=6345 total_max_us=6383 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1839 eval_max_us=2184 encode_avg_us=2477 encode_max_us=2752 dma_wait_avg_us=1978 dma_wait_max_us=2154 total_avg_us=6352 total_max_us=6503 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2131 encode_avg_us=2472 encode_max_us=2731 dma_wait_avg_us=1984 dma_wait_max_us=2335 total_avg_us=6351 total_max_us=6703 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2148 encode_avg_us=2484 encode_max_us=2760 dma_wait_avg_us=1979 dma_wait_max_us=2024 total_avg_us=6348 total_max_us=6372 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1837 eval_max_us=2184 encode_avg_us=2477 encode_max_us=2750 dma_wait_avg_us=1974 dma_wait_max_us=2016 total_avg_us=6345 total_max_us=6399 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1831 eval_max_us=2155 encode_avg_us=2475 encode_max_us=2748 dma_wait_avg_us=1988 dma_wait_max_us=2315 total_avg_us=6353 total_max_us=6673 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2150 encode_avg_us=2474 encode_max_us=2761 dma_wait_avg_us=1977 dma_wait_max_us=2031 total_avg_us=6344 total_max_us=6376 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2222 encode_avg_us=2475 encode_max_us=2746 dma_wait_avg_us=1988 dma_wait_max_us=2131 total_avg_us=6350 total_max_us=6483 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1834 eval_max_us=2194 encode_avg_us=2479 encode_max_us=2744 dma_wait_avg_us=1976 dma_wait_max_us=2021 total_avg_us=6345 total_max_us=6428 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2162 encode_avg_us=2479 encode_max_us=2744 dma_wait_avg_us=1983 dma_wait_max_us=2286 total_avg_us=6351 total_max_us=6641 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1832 eval_max_us=2145 encode_avg_us=2479 encode_max_us=2771 dma_wait_avg_us=1976 dma_wait_max_us=2023 total_avg_us=6345 total_max_us=6382 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1840 eval_max_us=2185 encode_avg_us=2475 encode_max_us=2745 dma_wait_avg_us=1978 dma_wait_max_us=2031 total_avg_us=6349 total_max_us=6412 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2178 encode_avg_us=2474 encode_max_us=2745 dma_wait_avg_us=1981 dma_wait_max_us=2294 total_avg_us=6348 total_max_us=6648 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1838 eval_max_us=2159 encode_avg_us=2473 encode_max_us=2741 dma_wait_avg_us=1981 dma_wait_max_us=2021 total_avg_us=6348 total_max_us=6418 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1834 eval_max_us=2180 encode_avg_us=2475 encode_max_us=2737 dma_wait_avg_us=1983 dma_wait_max_us=2324 total_avg_us=6347 total_max_us=6672 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1834 eval_max_us=2234 encode_avg_us=2478 encode_max_us=2754 dma_wait_avg_us=1979 dma_wait_max_us=2031 total_avg_us=6351 total_max_us=6651 heap_free=81376
